song.id,title,artist.name,year
SOBHHUS12A58A78589,Once,Harry Connick_ Jr.,0
SOPIHNL12A8C13B28D,Pipopapo Telpathy,An Cafe,0
SOJAQGB12A58A7AA08,How Y' All Doin',Kyle Eastwood,2006
SOYQDSU12AC4685BE6,Fear of Girls (Live in Croatia_ 1993),U.K. Subs,1993
SOBCLQQ12A67020342,Pass Me Not (LP Version),Fernando Ortega,2003
SOXIFNK12AB0186B11,Don't Be Deceived,The Winans,0
SOLYHYM12AB017D549,Oversleeping,themselves,2009
SOQTQWP12AB0185390,Eeshwar,Niraj Chag,0
SOWJYOK12AC3DFB39F,Addison Faceplant,ZTrip,0
SOXGBGK12A6701FC53,Murphy Lee,Murphy Lee / Zee,2003
SOSUEIX12AB0185021,The End Is Near (LP Version),Leaders Of The New School,1993
SONTBYE12AB0182855,Love In Time,Esperanza Spalding / Leo Genovese,2008
SOMDOPM12AB0181990,From Now Until Then,Marshall Crenshaw,2003
SOITAJG12A8C132B26,Little Things,Streetwize,0
SOIVXLP12A8C139F26,Let's Wrap Up,Roy Roberts,1997
SOLDPNN12A6D4F7B46,Josephine,Chris Rea,1985
SOTBODD12A8C13D628,Alfil_ Ella No Cambia Nada,Luis Alberto Spinetta,0
SOBYXQS12A8C13FAF6,Harmonia,Pitch Black,0
SOVSNJX12AB0189848,Back Then,BoDeans,2010
SOPAGGN12AC468D06E,Hardcore From The Underland,DJ Isaac,0
SOQKQJU12A58A7D262,Down (LP Version),Stone Temple Pilots,2003
SOXJHXF12A8AE48AC9,Pray (Album Version),Damita,0
SODKPFP12A67AE036D,Remote Control,Dark Distant Spaces,0
SOQNZJI12AB018E3B8,"Suite No. 4 in G major_ Op. 61_ ""Mozartiana"": IV. Variation 5 ",Neeme Jarvi,0
SOCBWVV12A8C13605F,Call Me,Mint Condition,1999
SOKDKKP12A8C136A48,Menu Lagan Lagi,Sukhwinder Singh;Jaspinder Narula,0
SOPXJAC12AB01887F1,Flying Fiddles (1996 Digital Remaster),Shay Torrent,0
SOCWMZG12AAF3B2AE1,I Won't Lie,The Twinkle Brothers,0
SODGOWI12A6D4FAF1F,Milkcow Blues (Album Version),We Five,0
SOOHLUK12A6D4FBB1D,MY HERIONE (Acoustic Version),Silverstein,2006
SOXHSRQ12A8C13C56F,Scrap,Tin Hat Trio,2000
SOJDKSW12A8C13CDDA,Quiero Ser Tu SueA+-o,Andy & Lucas,2005
SOBXDCF12A6701FAFC,Becoming (LP Version),Lennie Tristano,1994
SOVOFIU12AF72AD12F,Put On Your Rubbers,Fast Eddie,0
SOVQMDQ12A8C13F034,Il fait dA(c)jA  (Live),"Claire ElziA""re",0
SOETCLM12A6D4F9B3B,You Were The One (Wide Wide World Album Version),Erin O'Donnell,0
SOAIEFA12AC9097225,The Four Big Ones (Essential Authors And Works),Black Debbath,2001
SOHUCCG12A8C137A17,"Le systA""me solaire",SANSHIRO,0
SOXBLDL12A8C13ADD4,La polka des grenouilles,Serge Desaunay,0
SOGVEVK12AB018502B,Zearocks (LP Version),Leaders Of The New School,1993
SOCSQIW12AB018CD18,El Gatito,Los Cumbieros Del Sur,0
SOLADTL12AB01815A7,As Nice As I Can Be,Eagles Of Death Metal,2009
SOGLOTH12AB0185AC8,Abu-Pia,Papa Wemba,0
SOJPMDU12A8C133C68,Superman,Unwritten Law,1996
SOAOQQE12AB018C71A,Oh ! Tannenbaum,Bimbo Band,0
SONAFPO12AB018F219,The Original Colossal Drag Rag,The Even Dozen Jug Band,0
SOMAGRE12A6D4F8C60,The People You Care For,John Ottman,2006
SODPUEZ12A8AE4648B,Hop_ Skip & Jump,Opals,0
SOQBFIA12A8C13BAA2,Woman,Free,0
SOXFPIX12AB018381E,Gum,Emit,0
SOFDEMJ12A8C13410C,Shirley,Lil' Band O' Gold,2000
SOALJHY12A8AE489F3,Love_ Peace and Harmony,Bow Wow Wow,0
SOZFAKK12A6D4F6927,Anatomy of a Contest,John Frizzell,0
SOVTZTF12A8C130A1A,Secret Lovers (Featuring Mica Paris),Alexander O'Neal,2008
SOUEBEX12A8AE47BBC,Little Bird,Annie Lennox,1992
SOWCBBV12AB0182F0D,Proletariat,Tree,0
SOSPCEK12A8C13E372,Suti-suti,M.A. Numminen,2002
SOHGHWJ12A6D4F801C,Bring It On,Goose,2006
SOBCFLR12A58A7985F,Karola,Remmy Ongala,2007
SOTDYKK12AB0184B0B,Roll Old Jeremiah,The Black Crowes,2009
SOEIJSK12AB0183835,Con un poquitito de suerte,Leo Dan,0
SOPGCGI12A8C139547,Yueh Kuang,Shunza,0
SOWFVBM12AB0181C3B,Problems,Mil featuring Petey Pablo,0
SOBRRKW12A8C13AE98,Tis Monaxias Ta Monopatia,Peggy Zina,0
SOAPMKZ12A58A764B7,Turkey And Dressin,Casual,0
SOKKODJ12A58A7B73D,Cintura Fina,Alceu ValenASSa,1998
SOEJVCS12A8AE483B7,Desire,Rockabye Baby!,0
SOBJICW12A8C130EE8,New Meaning,Mudhoney,2008
SOWBZMU12A8C13754C,Hang 'm High,Ned Nash Orchestra,0
SOXRBZT12AB0180256,Ocean Size [Demo],Jane's Addiction,0
SOXHYEH12AB0187FF4,CadAa O Meu Amor,Quinteto Violado,0
SOXVWRD12AB018145B,Misty Bog,Winifred Phillips,2009
SOLURBR12AC9075364,Clear Channels,Roj,0
SOIPOJA12A8C13EDB7,We Bite,The Misfits,1982
SOUCZVQ12A8C131FF0,Spelling Beatnuts with Lil' Donny,Beatnuts with Lil' Donny,0
SOBMEDP12AB017FBE5,Guantanamera,Wyclef Jean,1997
SODFKNA12CF5828911,Objection (Tango),Shakira,2001
SONMFRY12AB018A9EC,These Days,Hushabye Baby,0
SOHVOBI12A5891E993,Doomed To Walk The Earth,Swallow The Sun,2007
SOJNARC12A8C131B70,Polly's Dress,Hem,2000
SOLAPIZ12A58A7E3DB,Ballad Of The Boll Weevil (Remastered Version) (Take 10),Mance Lipscomb,0
SOVICTQ12A8C137F0D,Tha Day,K's Choice,0
SOBULMA12A6D4F8EA0,What'Cha Gonna Do About It,Small Faces,1965
SOZANDJ12A8C138EAD,Polyester,Maximilian Hecker,2001
SOEEOMN12A6D4FA1F8,Breaking In,Alexandre Desplat,2005
SOSNMLH12A58A7C091,The Dark Road,White Willow,2006
SOXPWPH12A6701E86E,God Of Love (Album Version),Bad Brains,1995
SOQELNC12A8C13FE06,Red (Main Version),Motograter,2003
SOCYZTH12AF72A6CCF,Nude With Boots,Melvins,2008
SOUOCXE12AB0180DE8,Here The Sun Never Shines,The Funeral Pyre,2006
SOPKBPO12AB0184BC4,Waltzing Matilda My Darling,Maria Forde,0
SOJIPPT12A8C13F9FC,Laser Show (LP Version),Fountains Of Wayne,1999
SOTUGEK12AB018BE28,Better Days,Colin James,1995
SOSZSGF12A67AE21B1,Crushing Belial,Shadows Fall,2000
SOWVBNI12AB017E39C,Cry_ Cry_ Cry,Hushabye Baby,0
SOLUAUU12AB018C0E2,Apologize,DJ Nasty,0
SOVVRRU12A81C2435C,Ni Shi Wo Xin Zhong Yi Ju Jing Tan,Elva Hsiao,0
SOXMSDY12A8C142C7E,Silver Bells,John Davis,0
SOUTQDI12A67AE11FD,Lost Love,Barry Goldberg,0
SOFLEIR12A8C1392AF,An M'agapas,Konstantinos Galanos,0
SODSPJL12A8C130DAE,Just Like Darts,The Real Kids,1977
SOMEPEB12A8C13E232,Les Deux Guitares,Jean Ferret,1991
SOGTINJ12AC468DCF7,Kun rakastaa,Frederik,0
SOYFZVP12A6D4F7EE4,Espoirs Perdus (Valse),Jo Privat,0
SONXHGK12A8C141541,The Song of the Riddles,Willie Clancy,0
SOXJGDR12AAF3B2586,Imaginary Love,Mae West,2006
SOISPBI12AB0187873,Release,LORE,0
SOBWXDJ12A58A7725D,Where You Belong,The Summer Obsession,2006
SOVDKIJ12AB017F4BA,When Your Ready,Dabbler,0
SOCWHIM12A6D4FAAA7,I hit You Wit The Pepper,Messy Marv,0
SOAYRZU12A8C133EBD,American Lovebite,Dons,2006
SOQBXKB12AB018A727,Fair Enough (LP Version),Beth Nielsen Chapman,1997
SODYKTT12A58A7BB18,We Three Kings,The Roches,1990
SOQYHDK12AB0186B01,Sleepy Man Blues,Bukka White,1940
SOCAEQY12AB0189EED,I Go to the Rock,The Rambos,0
SOUDFLE12A58A7A140,It's Personal,Lennie Tristano,0
SOIVRCS12A6D4FDA2C,The End. [Live In Mexico],My Chemical Romance,2008
SOZPOZE12AB0184DF0,Plaisance-Fox,Emile Vacher,0
SOWRCJX12A8C139161,Magali,Gloria Lasso,0
SOMANLY12A8C13AE56,The Story Goes On,The Steeles,0
SONELOT12A6701F519,Night Terrors (Album Version),Static-X,2005
SOTPQIM12A6D4F91BC,Main Street Eyes,Iggy Pop,1990
SODQZAW12AB0184A51,You Never Wash Up After Yourself (Live),Radiohead,0
SOJEDHO12A8C13DB77,Tu Mejor Amigo,David Summers,0
SOHWVDQ12A6701F7F9,Piracy,Tanya Chua,0
SOLSJHM12A8C139B46,Can't Make You Love Me,Britney Spears,2000
SOSATLS12A6D4F71F0,So Danco Samba (Jazz 'N' Samba) (1997 Digital Remaster),Wanda De Sah,0
SODIAHF12A6D4F809C,Misty Blue,Billie Jo Spears,1976
SOBFXXF12AB0182007,East to West,Starski and Clutch,0
SOQLHDY12A6D4FA28B,Nothing's The Same (2002 Digital Remaster),Gary Moore,1992
SOMQPCE12AF729A73F,I Don't Like It Like This,The Radio Department,2005
SOEXRTB12A8C139A38,Facedown,Matt Redman,2003
SONLJGK12AB01822EA,I'm A Tomorrow,Ec8or,2000
SOAXVMJ12A8C1352E7,I Believe In You (More Than A Story Album Version),Go Fish,0
SOKYZSI12AB0183789,She Will Be Loved,Maroon 5,2002
SOXBSTQ12AB018A916,Valkyria,YGGDRASIL,0
SOMKTRO12AB017DE4D,Side Steppin',Paul Brown,2005
SOBFBEK12AB017FC1B,I Don't Wanna be A Star,Corona,0
SOQLEJT12A6D4F8BFE,Que Si_ Que No,Jody Bernal,0
SOMMJVR12A6D4F98E0,Hard To Concentrate (Album Version),Red Hot Chili Peppers,0
SOZGENP12A6D4F78B7,Senegal Son,Renee Rosnes,0
SOWSLSY12AB018A502,Nobody But Me - Original,Dee Clark,0
SOFHVTV12AB01882C3,Manzenera,Adam Ant,0
SOMWMMJ12A58A7F577,Dinosaur Bones,Showbread,2006
SOACFRH12A8C13E183,We Made It [Instrumental],Busta Rhymes feat. Linkin Park,0
SOUJKWM12AC468ACF6,Lost In Translation,Pitch Black,0
SOOXEJR12A8C136C08,I Wanna Sing (Autobiography Album Version),Scott Krippayne,0
SOESVCK12AB0181CCE,Les Tous Petits Details,Julien Clerc,0
SOFWCRI12A6D4F7C26,Cunoasterea Tacuta,Negura Bunget,2006
SOXIGHC12AB0188CE2,La Blonde de PA(c)kin,Annie Philippe,0
SORZYYB12A6D4FA42E,Hard Not 2 Kill (Explicit),Fat Joe,0
SOGYYVP12A8C14495E,Restless Spirits (World),R. Carlos Nakai,0
SOGNIKB12AB0187D8B,Ett NorrskensdAY=d,Finntroll,2010
SOODBPM12A6D4FAEA1,Downtown (Album Version),Crazy Horse,0
SOENRNI12AB0181427,The Child Deirdre,Mychael Danna & Jeff Danna,0
SOFBUDC12AB018A096,Locaccmaccam,Marc Perrone,0
SOXAVMX12A6D4F7773,Too Many Choices,Bad Azz,0
SOCOVXI12A6D4F856F,All Time Low (Album Version),Grey Area,1997
SOQBGZG12AB0187E33,Byal ravnec,Lot Lorien,2007
SOSWEVW12AB018D551,I'm On Your Tail,Paul Carrack,1989
SOOVSJA12A58A76FF9,Jiggle Once And Wait (Album Version),Dan Cummins,0
SOQGKIP12AB0186A5D,You'll Never Find,The Impressions,0
SOGTNSA12A8C13CCC0,2 Late 4 Goodbyes,Jeff Scott Soto,2002
SOOKXRZ12AB01821D4,Sense,Beherit,1995
SONNRSI12A8C1388E5,Ask The Angels,The Distillers,2000
SOXXSJF12A8C133F33,Harmony Of The Forest,Kitaro,1999
SOOAKLZ12A58A7A100,Slut [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973],Big Star,0
SOSHXUH12AB018BB22,It Took A Good Woman [Edited Demo],Tiny Tim,0
SOLXDWR12A58A79689,Hundre Ar Gammal,Khold,0
SOKHNJM12AF72A0187,Still,Jennifer Lopez,2002
SOTFJGB12A8C13A1F7,Stick Out,Melt Banana,0
SOEZXGQ12AAA8C65E3,House Of Pain,Van Halen,1983
SOOICPO12AB018321A,Vacation Rain (Album),Sister Hazel,2010
SOZCYOO12AB017D77B,The Carrying Arms,The Antlers,2007
SORJBYM12A8AE45A3C,Vida De Mi Vida,Banda La Bocana,0
SOMAVYY12A58A7F8F2,Medley: Safe To The Rock / Hiding In Thee,George Hamilton IV,0
SOLXLSJ12A8BEE956A,We Blame Love,Heaven 17,1996
SOUGCKR12A8C14402B,I got A Woman,Eddie Boyd,0
SODMJWA12A8C13BA03,Jam-Master Jammin',RUN-DMC,1985
SOOHWCX12A8AE48B59,Love Don't Love Me (Justin Timberlake) (Amended Version),Justin Timberlake,0
SOEDOSC12AC960A037,The Moon Was Yellow,Russ Morgan,0
SORGBTR12A8C1396FA,Boda de Oro,Orquesta America,1997
SOMNOPZ12A81C23100,Over the Rainbow,The Golden Age Orchestra_ Paul SummerA ,0
SOFJQTP12AAFF4441E,Don't Be Afraid (World),Sharon Burch,1999
SOSZYWZ12AB01873FE,Minner,Mons Leidvin Takle,0
SOAIJOW12A8C13C1E4,Sample Track 14,Simon Harris,0
SOZNZIN12A6701E95F,Janie's Got A Gun,Aerosmith,1989
SOPRWGJ12AB018216D,Talking To Trees,The Cat's Miaow,2003
SOODBPN12AB018C796,30 Grad,Pyranja,0
SONKLLM12AB0188175,Morning Bird,Sade,2010
SOFTXGJ12AB018327C,Feelin` Alone,2-Gether feat. Sarinah,0
SOVURUP12AB01842C4,Please Jesus_ Send Me Someone To Fuck,All Leather,0
SOBXFRU12AB018597B,Big Girl Blues,Danny Barnes,2005
SOFACAE12AB01865E9,Tracy,Goldfish,2004
SOSTMYP12AB017F0BB,All I Really Want,Premiums,0
SOOPMHL12AB0186150,Flute,Les Ogres De Barback,2001
SOVWDYF12A8C1351FE,Hot Wire [Live Version],Kix,0
SOUNWEU12CF5F88ADE,Ain't Gone 'N' Give Up On Love,Stevie Ray Vaughan And Double Trouble,2005
SONALZR12AC4688B15,North American Ballads: No. 2 - Which Side Are You On?,David Jalbert,0
SOFEISR12A8C1421FB,I Get My Paper,Cassidy featuring Swizz Beatz,0
SOQXESP12AB018223C,The New Girl,Javier Navarrete,0
SOTRDVJ12A8C13975E,Savin' Me,Nickelback,2005
SOORRKR12A8C13FF18,Trio in G minor for piano_ violin_ and 'cello Op. 17: Andante,Double Image,0
SOBGCFL12AB0185ECE,Turn It Around,Tony Matterhorn,0
SOGWEYN12A8C137359,Gracieusette,Gus Viseur,0
SOKDVOP12A8C13A3DD,Why Baby Why,Hank Locklin,0
SOCPUHV12A81C1FDC8,Adios_ Amigos! (2003 Digital Remaster),J. Karjalainen & Mustat Lasit,0
SOAGFDS12A6D4FBDB3,Phillippe,James Newton Howard,0
SOVKAWI12A58A79B9D,Peace Dance,Terry Riley,1992
SOJDKVC12A8C13927A,Between You And Me,Joy Enriquez,2001
SOUWIOA12A6D4FC245,Sad Girl (Single Mix),The Stems,0
SOEIDNI12AC9075005,Ongoing Plague,Malefaction,2003
SOQQITZ12A8C133825,La Chola Caderona,Sonora Carruseles,1999
SOIMREK12A58A792CD,10000 Km,La Portuaria,0
SOYVFXD12A8C13A9A3,Angel,Julio Iglesias Jr,2008
SOIENMA12A6D4F9E0F,Comfortubly Numb,Big One,0
SOUCZLL12A58A819B7,The Christmas Song  (LP Version),Nicole Mullen,0
SOZNYQY12AB017DB76,Outubro,Irtio,0
SOCTHDP12A8AE47A14,Skin Ticket (Live version) (Album Version),Slipknot,0
SOIPLDI12A8C13A17C,Damn those eyes,Kane,1999
SOROXBU12A8C13F3D6,Bliv Du Till Gran (If You Became A Spruce),Groupa,1999
SOECRUG12A8C134478,Lawyer Clark Blues,Sleepy John Estes,1965
SOWFUUS12AB01800E7,If Today Was Your Last Day (Album Version),Nickelback,2008
SOXPUDC12AAF3B507C,Enchanted Garden,Paul Taylor,0
SOMFZIF12AB0182B90,You've Got A Friend,Kathy Troccoli,2005
SOISQVL12AB0181716,Jesus Is Gonna Make Up My Dying Bed,Josh White,0
SOLIBLI12AB0180FBB,Half As Much,Gene Autry,0
SOMTXSB12AF72ACC38,Oops!...I Did It Again,Britney Spears,2000
SOZDJWF12A6D4F9682,Final Straw (Album Version),R.E.M.,2004
SOTOGJK12AB0182831,Har vi rAY=d att i dagens lA$?ge ha kvar vAY=ra vA$?nner i socialgrupp 3?,GAPsta Ekman / Tage Danielsson,0
SONVZQU12AC95F03F5,Marbles,Spunk,2005
SOZOVFN12A8C13DEDD,LeskiA$?idin tyttA$?ret,The Avengers,0
SOEYHXW12A8C13C677,Knowing You'll Be There,Gaither Vocal Band,2003
SOQURNS12AB018E7E4,Rock Steady,Bad Company,1974
SOKPBZM12AB0182F28,Turn Your Eyes Upon Jesus,Kathy Troccoli,0
SOHUMHC12A81C2318E,For All We Know,Ann Hampton Callaway,2005
SOOWRBQ12AB0189096,Cielito lindo,Mariachi Silvestre Vargas,2006
SOATRRA12AC468DDE7,Game Night (Album Version),Bill Engvall,0
SOGUGOR12A8C1316DF,So(u)l Invictus,Nightfall,2004
SOSVNTG12A6D4FA27F,Fat Albert's Car,Bill Cosby,1973
SOCFLRO12A6D4FA981,Yo Yo Man (Garter Belt),Tony Joe White,0
SOQEATT12A6D4F56DD,Murder In The Graveyard,Screaming Lord Sutch,1982
SOAJLWB12CF5828932,On The Wing,Owl City,2008
SOHKRGU12A8C13F45E,Un Gran Vacio,Michael Salgado,0
SOYULQG12AF729C1AB,The Door,Keb' Mo',2000
SOZQTSL12A6D4FB5F6,Remember (The Beauty Of Simplicity Album Version),Telecast,0
SONKAVH12AB017D040,Pills (Dub) (Dub),Cedric Gervais feat. Second Sun,0
SODGZVL12AB01846EF,On Probation,Youves,2008
SOVHKAC12AB018C763,Let It Be Me,Dionne Warwick,2006
SOEHISP12AB0188417,Darling_ I Want To Destroy You,AFI,2009
SODORIX12AB01888E1,Unworthy of His Love,Oak Ridge Boys,0
SOYFVFU12A8C13B4BE,Armageddon's Raid,Belphegor,2008
SOMYXOW12AB0186102,De rien,Les Ogres De Barback,1999
SOCXKFS12AB018E309,Me quedo sin ti,Julio Iglesias Jr.,0
SOMHCGO12AB01810C6,Lo Decidio,Orquesta Aragon,0
SOSZUSE12AB018CEAA,Here We Are,Dallas Holm,0
SOACZGZ12AB01849DB,Guns And The Young,Mighty Mighty Bosstones,1992
SOCUEQK12AB018963A,Bonjour,Jacques Douai,0
SORYAVK12A8C13A10E,Judgement Begins With The House Of God,STEVE CAMP,0
SOCUVGH12A6D4FA234,Jesus Loves Me (Now More Than Ever),Russ Taff,0
SOSJYYD12A8AE480DC,Somebody Has Stolen My Girl,Cornel Campbell,0
SOYZYHE12A8C13E21F,Ho Capito Che Ti Amo,Brazilian Tropical Orchestra,0
SOZBNUO12A8C133D8A,I Do (Chris The Greek Remix),Tina Ann,2003
SOUEYVF12A58A7B70F,Hold Up My Heart,Brooke White,2009
SOMTLNK12A58A7A62B,A Sailboat In The Moonlight,Arthur Tracy,1993
SOBEBCP12AB0182AEE,Ciudad desierta,Alex Ubago,2009
SONFVVI12A8C133210,Directions to my special place,themselves,2003
SOXTKVD12AB01887E0,Eoarchaean,The Ocean,0
SOLBXEE12A8AE45EC4,Mesmerized,Miguel Migs,0
SOWJCOU12A8C1374EA,See The Light,The Jeff Healey Band,1988
SOMEAHO12A8C135B5B,Situations,Bravehearts featuring Nas and Jully Black,0
SODGNNL12A8C13D3E3,Love & Romance,Willie Barcena,0
SOFXRWD12AB018B56B,Flame It Up,DJ Rashad,0
SOSDKWG12AB0189E31,Prosperity In The U.S.A.,Yuppie Pricks,0
SOFQOAR12AC4688316,Boulevard St. Germain,Bloomfield,2006
SOCYZXX12AB0183835,Hun Qian De Nu Ren,Hacken Lee,0
SOQSVRE12A8C13A31C,Burning Skies,Tones On Tail,1987
SORIWKL12AC4689A11,Greener,ARRESTED DEVELOPMENT,0
SOLQVLD12A58A7610B,Secret Handshakes,The Ataris,2006
SOXUVQH12AAF3B388C,Your Love Takes Good Care Of Me,The Jordanaires,0
SOCKTEZ12A8C14553D,Shrinking,Dictafone,0
SOIKNYT12A8C134A20,40,U2,1992
SONTKHG12A81C22D4C,Only You,Ayo,2006
SONPLJV12AB0182571,One Step Forward_ Two Steps Back,John Sebastian,1976
SOVLJVC12AB01809F8,Let It Bang,X-ecutioners featuring M.O.P.,2001
SOLZCZD12A8C13833B,BaA+-os De Budapest (Extended Remix),Hevia,2005
SOFWWIA12AB01884A1,Sleepy Lad,Maximilian Hecker,2004
SOTZIPQ12AB01803AA,My Plastic Heart (Plastic Operator Remix),Frost,0
SOCWFVT12AB01890F8,Sea of Green,Slackbaba,2006
SOICLQB12A8C13637C,Exodus,Sunscreem,1995
SONFOEG12A8C13B8B8,True Fuschnick,FU-Schnickens,1992
SOPWWAV12A8C13A825,Sickness,Agnostic Front,1999
SOFDYGC12A6D4F9059,Inertiatic Esp,The Mars Volta,2003
SOQPFGN12A8C13C1B3,Mother_ Mother_ Mother_ Pin A Rose On Me,Kitty Kallen,0
SOSINEG12A58A7D528,Heartless,Hoods,0
SOOYMFA12AB017E3C1,Yi Ba Xiang Shui Yin,Leon Lai,0
SOVGYIW12AB018186F,Breaking Of Day (Album Version),The Winans,0
SOVTIJE12AB017F8D9,U Don't Have To Call,Streetwize,0
SOEYALK12A8C143123,Foolish Little Girl,The Shirelles,1963
SOIPZVD12AB0186501,Get Up (Diplo Mix),Bingo Players,0
SONJNMA12A6701DFDE,Inaudible Melodies,Jack Johnson,2000
SOOTJIQ12A8C1368B9,A Veces Vuelvo,Catupecu Machu,2004
SOCLHLD12A6701E65B,Leroy Bown,Dee Clark,0
SOPMXHY12A6D4F7DBC,Isle Of Inishmore - Part 1 (Air),Kathy Mattea,2002
SOOGOQH12A8C1415D7,What Would You Do?,City High,2001
SOKRYXD12AC9075904,Anti fashion victime,ThA(c)ophil,0
SODZSJG12A6D4F87AF,Mambo Bacan,Line Renaud,1994
SOZQCOR12A8151D3FC,For Free,Hal Russell,0
SORVMCT12A6D4FA8F7,Gamble Calypso,Mau Mau,2000
SODJQBY12AC46885B5,Wings Of Love,Zagar feat. Underground Divas,0
SOCUSAL12AB0182310,Sugar Bush,Bert Kaempfert,1997
SOZPUVL12AB0188069,Haughtiness And Puerile Dreams,Autumnblaze,2009
SOPKVPX12A8C13868F,To My_ Niechciani,Molesta Ewenement,0
SODKOLK12A6D4FB6B1,Gettin' Together,Tommy James And The Shondells,1989
SODVLYP12A6D4FCCA3,Feriado,Chico Cesar,2008
SOQXARY12A8C13F68C,Piano E Viola,Pery Ribeiro,0
SOGRTXS12AB017CCFC,Soul,Pedro Luis e a Parede,1997
SOPAHBW12A6D4F7638,Entonces,Fran Perea,2005
SONEGFT12A8C142567,Heart Trouble,Martina McBride,1993
SOFQVFL12A6701F8DC,6 Yrs (Album Version ),Reach 454,2003
SOVASWH12A8C13E3CE,Good Rocking Tonight,Roy Brown,0
SOGPIOY12A58A7F7AD,Save Me (Rolling Stone Original Version),Unwritten Law,0
SOGWPDK12A81C2242F,Unemployed Black Astronaut,Busdriver,2005
SOURKHT12A58A7F3E6,Tell The Truth (Album Version),Jude Cole,0
SOSJRCR12A58A7BEC0,Contigo Si,La 5A Estacion,0
SOIVFAV12AB0183D33,Autumn's Ablaze (Live),Primordial,1998
SOKEGNC12A6D4FB54C,Main Title,Christophe Beck,2002
SOJWSCQ12A6D4FBAB9,Trumpet Blues And Cantabile,Mike Vax,2001
SONOKWX12AB0185FDC,Raggy Road,Capleton,1997
SOIQVDP12A8C13510A,You'll Need Somebody On Your Bond,Blind Willie Johnson,1991
SOFKMMF12AB018CE39,Concerto In A Minor_ Op 54: First Movement - Allegro Affettuoso - Andante Espressivo - Tempo I - Cadenza - Allegro Molto,Solomon,0
SOHWRNV12A58A78E24,La Calle Del Gato Que Pesca,MarAa Elena Walsh,0
SOFGXQV12A8C13C842,My Maria (LP Version),Martin Sexton,1998
SOZDLOG12A58A7D3BD,Cross Currents,Richard Souther,0
SOVXQXN12A8C135FDC,No. 6 The Coombe,The Chieftains,1977
SORUYQB12A81357343,Virgen De La Nieve - 14-String Guitar Solo,Stephan Micus,2002
SOVNCCQ12A8C136CB3,Frankie & Sue,Darden Smith,1990
SOXSURB12AB0184FBC,Don't Speak,Kinky,0
SOGZMUF12A67ADAE79,Death Song,The Last Days Of Jesus,2004
SOKIZGL12AB018342D,You (Demo),Radiohead,2009
SOYSKFE12A8C143AF3,Everyday Stranger,Dub Pistols feat. TK & Ashley Slater,2009
SOWFMJA12AB01837B6,Hip Replacement,Paris_ Texas,2002
SOVPVKY12A6D4F6F86,Every Breath I Take,Gene Pitney,1986
SOTZUHM12A58A7E054,Here I Am,FFH,2003
SOTPQTD12A58A7E19B,Down And Out In Paradise,John Mellencamp,1987
SOTBZNC12A8C13FC85,Chalifot (Suits) (Live) (ft. Lioara Itzchak),Hadag Nahash,0
SOMYFOE12AB0183244,El Chorro,Los AutA(c)nticos Decadentes,1997
SOTJMAA12AB01862F2,Sugar Blues,Bob Willis,2000
SOCQGCO12A8C13D2E4,Zornig!,Dynamite Deluxe,2000
SOISBPM12A8C132C8E,Bomba Camara,Richie Ray & Bobby Cruz,0
SOTGNAJ12A58A7F3FE,Who Do You Roll With?  (LP Version),New Direction,1999
SOHKLFL12A6D4FA150,Kill Your Darlings,Soulwax,1996
SOWLJJD12AF729D3F5,Here I Am,Phantom Planet,2004
SOJTAWE12A6D4F8EAC,The Trial_ Were You Scared? [The Lost Interview Tapes - Volume Two] (LP Version),The Doors,0
SOQMALF12AAF3B4144,Be my Lover,Hysterie,0
SODDBHT12AB0186B6E,Blue [Da Ba Dee] [Gabry Ponte vs. HiFi Blueprint Remix],Eiffel 65,0
SOPUCKL12A6D4FB5A6,The Coloness Of The Chain,Tony Joe White,1993
SOKPTHW12AB018AB51,This Very Moment,Set Your Goals,2006
SOTNLYM12AB0181695,La Otra,Marisela,0
SOLXIWW12AC468805A,Feeling,Jaco & Mixxmaster,2008
SOERGHR12AAF3B2A52,Gotta Cut Out,Jimmy McCracklin,2002
SOPZACG12A6D4F9271,"Rinaldo : Act 1 ""Cor ingrato_ ti rammembri"" [Rinaldo]",Marilyn Horne,0
SOWCTVQ12A8C134C64,True Nature,Jane's Addiction,2003
SOAUQNX12AB017B7CF,Your Touch Versus Death,Every Time I Die,2000
SODIJTB12A8C138FB2,Foreign Prince Of Tokyo,Vodka Collins,0
SOPRTNI12AC4688294,King Tee Production,King Tee,0
SOCPUJD12AC468AD40,Lusco,BerrogA1/4etto,0
SOKEHTJ12A8C13DFB0,Blessed Assurance (I Love To Tell The Story Album Version),Mark Lowry,0
SOUKHSU12AB0185CB0,It's So Fine,Jackie Wilson,1958
SOXXNBB12A8C13C633,Rumpu lyAP,Solistiyhtye Suomi,0
SOLFCRY12A8C13F38F,Skinned Strings,Chico Hamilton Quintet,0
SOAWNUW12AC46877F8,The Bull Frog,Edmundo Ros,0
SOTGKDD12AC9072C18,House Music,Save As,0
SOXVIYL12A8C144517,Danser seule 2,Klimperei,0
SOWNKOB12A6310E331,Deus Ex Machina,William Orbit,1993
SORGIYZ12AAF3B3528,A White Demon Love Song (Soundtrack Album Version),The Killers,0
SOAVPSK12A58A7ED21,Animal Crimes,Mad Are Sane_ The,1984
